"","Date","VIX.Close","Month"
"1318",2005-04-01,14.09,"2005-04"
"1319",2005-04-04,14.11,"2005-04"
"1320",2005-04-05,13.68,"2005-04"
"1321",2005-04-06,13.15,"2005-04"
"1322",2005-04-07,12.33,"2005-04"
"1323",2005-04-08,12.62,"2005-04"
"1324",2005-04-11,11.98,"2005-04"
"1325",2005-04-12,11.3,"2005-04"
"1326",2005-04-13,13.31,"2005-04"
"1327",2005-04-14,14.53,"2005-04"
"1328",2005-04-15,17.74,"2005-04"
"1329",2005-04-18,16.56,"2005-04"
"1330",2005-04-19,14.96,"2005-04"
"1331",2005-04-20,16.92,"2005-04"
"1332",2005-04-21,14.41,"2005-04"
"1333",2005-04-22,15.38,"2005-04"
"1334",2005-04-25,14.62,"2005-04"
"1335",2005-04-26,14.91,"2005-04"
"1336",2005-04-27,14.87,"2005-04"
"1337",2005-04-28,16.86,"2005-04"
"1338",2005-04-29,15.31,"2005-04"
"1339",2005-05-02,15.12,"2005-05"
"1340",2005-05-03,14.53,"2005-05"
"1341",2005-05-04,13.85,"2005-05"
"1342",2005-05-05,13.98,"2005-05"
"1343",2005-05-06,14.05,"2005-05"
"1344",2005-05-09,13.75,"2005-05"
"1345",2005-05-10,14.91,"2005-05"
"1346",2005-05-11,14.45,"2005-05"
"1347",2005-05-12,16.12,"2005-05"
"1348",2005-05-13,16.32,"2005-05"
"1349",2005-05-16,15.68,"2005-05"
"1350",2005-05-17,14.57,"2005-05"
"1351",2005-05-18,13.63,"2005-05"
"1352",2005-05-19,13.32,"2005-05"
"1353",2005-05-20,13.14,"2005-05"
"1354",2005-05-23,12.95,"2005-05"
"1355",2005-05-24,12.69,"2005-05"
"1356",2005-05-25,12.58,"2005-05"
"1357",2005-05-26,12.24,"2005-05"
"1358",2005-05-27,12.15,"2005-05"
"1359",2005-05-31,13.29,"2005-05"
"1360",2005-06-01,12.36,"2005-06"
"1361",2005-06-02,11.84,"2005-06"
"1362",2005-06-03,12.15,"2005-06"
"1363",2005-06-06,12.28,"2005-06"
"1364",2005-06-07,12.39,"2005-06"
"1365",2005-06-08,12.7,"2005-06"
"1366",2005-06-09,12.08,"2005-06"
"1367",2005-06-10,11.96,"2005-06"
"1368",2005-06-13,11.65,"2005-06"
"1369",2005-06-14,11.79,"2005-06"
"1370",2005-06-15,11.46,"2005-06"
"1371",2005-06-16,11.15,"2005-06"
"1372",2005-06-17,11.48,"2005-06"
"1373",2005-06-20,11.47,"2005-06"
"1374",2005-06-21,11.08,"2005-06"
"1375",2005-06-22,11.05,"2005-06"
"1376",2005-06-23,12.13,"2005-06"
"1377",2005-06-24,12.18,"2005-06"
"1378",2005-06-27,12.52,"2005-06"
"1379",2005-06-28,11.58,"2005-06"
"1380",2005-06-29,11.77,"2005-06"
"1381",2005-06-30,12.04,"2005-06"
"1382",2005-07-01,11.4,"2005-07"
"1383",2005-07-05,11.68,"2005-07"
"1384",2005-07-06,12.27,"2005-07"
"1385",2005-07-07,12.49,"2005-07"
"1386",2005-07-08,11.45,"2005-07"
"1387",2005-07-11,11.28,"2005-07"
"1388",2005-07-12,10.95,"2005-07"
"1389",2005-07-13,10.84,"2005-07"
"1390",2005-07-14,10.81,"2005-07"
"1391",2005-07-15,10.33,"2005-07"
"1392",2005-07-18,10.77,"2005-07"
"1393",2005-07-19,10.45,"2005-07"
"1394",2005-07-20,10.23,"2005-07"
"1395",2005-07-21,10.97,"2005-07"
"1396",2005-07-22,10.52,"2005-07"
"1397",2005-07-25,11.1,"2005-07"
"1398",2005-07-26,10.99,"2005-07"
"1399",2005-07-27,10.36,"2005-07"
"1400",2005-07-28,10.52,"2005-07"
"1401",2005-07-29,11.57,"2005-07"
"1402",2005-08-01,12.08,"2005-08"
"1403",2005-08-02,11.75,"2005-08"
"1404",2005-08-03,11.83,"2005-08"
"1405",2005-08-04,12.52,"2005-08"
"1406",2005-08-05,12.48,"2005-08"
"1407",2005-08-08,13.21,"2005-08"
"1408",2005-08-09,12.4,"2005-08"
"1409",2005-08-10,12.38,"2005-08"
"1410",2005-08-11,12.42,"2005-08"
"1411",2005-08-12,12.74,"2005-08"
"1412",2005-08-15,12.26,"2005-08"
"1413",2005-08-16,13.52,"2005-08"
"1414",2005-08-17,13.3,"2005-08"
"1415",2005-08-18,13.42,"2005-08"
"1416",2005-08-19,13.42,"2005-08"
"1417",2005-08-22,13.42,"2005-08"
"1418",2005-08-23,13.34,"2005-08"
"1419",2005-08-24,14.17,"2005-08"
"1420",2005-08-25,13.73,"2005-08"
"1421",2005-08-26,13.72,"2005-08"
"1422",2005-08-29,13.52,"2005-08"
"1423",2005-08-30,13.65,"2005-08"
"1424",2005-08-31,12.6,"2005-08"
"1425",2005-09-01,13.15,"2005-09"
"1426",2005-09-02,13.57,"2005-09"
"1427",2005-09-06,12.93,"2005-09"
"1428",2005-09-07,12.52,"2005-09"
"1429",2005-09-08,12.93,"2005-09"
"1430",2005-09-09,11.98,"2005-09"
"1431",2005-09-12,11.65,"2005-09"
"1432",2005-09-13,12.39,"2005-09"
"1433",2005-09-14,12.91,"2005-09"
"1434",2005-09-15,12.49,"2005-09"
"1435",2005-09-16,11.22,"2005-09"
"1436",2005-09-19,12.14,"2005-09"
"1437",2005-09-20,12.64,"2005-09"
"1438",2005-09-21,13.79,"2005-09"
"1439",2005-09-22,13.33,"2005-09"
"1440",2005-09-23,12.96,"2005-09"
"1441",2005-09-26,13.04,"2005-09"
"1442",2005-09-27,12.76,"2005-09"
"1443",2005-09-28,12.63,"2005-09"
"1444",2005-09-29,12.24,"2005-09"
"1445",2005-09-30,11.92,"2005-09"
"1446",2005-10-03,12.46,"2005-10"
"1447",2005-10-04,13.2,"2005-10"
"1448",2005-10-05,14.55,"2005-10"
"1449",2005-10-06,14.96,"2005-10"
"1450",2005-10-07,14.59,"2005-10"
"1451",2005-10-10,15.55,"2005-10"
"1452",2005-10-11,15.63,"2005-10"
"1453",2005-10-12,16.22,"2005-10"
"1454",2005-10-13,16.47,"2005-10"
"1455",2005-10-14,14.87,"2005-10"
"1456",2005-10-17,14.67,"2005-10"
"1457",2005-10-18,15.33,"2005-10"
"1458",2005-10-19,13.5,"2005-10"
"1459",2005-10-20,16.11,"2005-10"
"1460",2005-10-21,16.13,"2005-10"
"1461",2005-10-24,14.74,"2005-10"
"1462",2005-10-25,14.53,"2005-10"
"1463",2005-10-26,14.59,"2005-10"
"1464",2005-10-27,16.02,"2005-10"
"1465",2005-10-28,14.25,"2005-10"
"1466",2005-10-31,15.32,"2005-10"
"1467",2005-11-01,14.85,"2005-11"
"1468",2005-11-02,13.48,"2005-11"
"1469",2005-11-03,13,"2005-11"
"1470",2005-11-04,13.17,"2005-11"
"1471",2005-11-07,13.1,"2005-11"
"1472",2005-11-08,13.08,"2005-11"
"1473",2005-11-09,12.8,"2005-11"
"1474",2005-11-10,11.9,"2005-11"
"1475",2005-11-11,11.63,"2005-11"
"1476",2005-11-14,12.18,"2005-11"
"1477",2005-11-15,12.23,"2005-11"
"1478",2005-11-16,12.26,"2005-11"
"1479",2005-11-17,11.25,"2005-11"
"1480",2005-11-18,11.12,"2005-11"
"1481",2005-11-21,10.82,"2005-11"
"1482",2005-11-22,10.6,"2005-11"
"1483",2005-11-23,10.96,"2005-11"
"1484",2005-11-25,10.88,"2005-11"
"1485",2005-11-28,11.84,"2005-11"
"1486",2005-11-29,11.89,"2005-11"
"1487",2005-11-30,12.06,"2005-11"
"1488",2005-12-01,11.24,"2005-12"
"1489",2005-12-02,11.01,"2005-12"
"1490",2005-12-05,11.6,"2005-12"
"1491",2005-12-06,11.52,"2005-12"
"1492",2005-12-07,12.18,"2005-12"
"1493",2005-12-08,12.21,"2005-12"
"1494",2005-12-09,11.69,"2005-12"
"1495",2005-12-12,11.47,"2005-12"
"1496",2005-12-13,11.11,"2005-12"
"1497",2005-12-14,10.48,"2005-12"
"1498",2005-12-15,10.73,"2005-12"
"1499",2005-12-16,10.68,"2005-12"
"1500",2005-12-19,11.38,"2005-12"
"1501",2005-12-20,11.19,"2005-12"
"1502",2005-12-21,10.81,"2005-12"
"1503",2005-12-22,10.29,"2005-12"
"1504",2005-12-23,10.27,"2005-12"
"1505",2005-12-27,11.57,"2005-12"
"1506",2005-12-28,11.35,"2005-12"
"1507",2005-12-29,11.61,"2005-12"
"1508",2005-12-30,12.07,"2005-12"
"1509",2006-01-03,11.14,"2006-01"
"1510",2006-01-04,11.37,"2006-01"
"1511",2006-01-05,11.31,"2006-01"
"1512",2006-01-06,11,"2006-01"
"1513",2006-01-09,11.13,"2006-01"
"1514",2006-01-10,10.86,"2006-01"
"1515",2006-01-11,10.94,"2006-01"
"1516",2006-01-12,11.2,"2006-01"
"1517",2006-01-13,11.23,"2006-01"
"1518",2006-01-17,11.91,"2006-01"
"1519",2006-01-18,12.25,"2006-01"
"1520",2006-01-19,11.98,"2006-01"
"1521",2006-01-20,14.56,"2006-01"
"1522",2006-01-23,13.93,"2006-01"
"1523",2006-01-24,13.31,"2006-01"
"1524",2006-01-25,12.87,"2006-01"
"1525",2006-01-26,12.42,"2006-01"
"1526",2006-01-27,11.97,"2006-01"
"1527",2006-01-30,12.39,"2006-01"
"1528",2006-01-31,12.95,"2006-01"
"1529",2006-02-01,12.36,"2006-02"
"1530",2006-02-02,13.23,"2006-02"
"1531",2006-02-03,12.96,"2006-02"
"1532",2006-02-06,13.04,"2006-02"
"1533",2006-02-07,13.59,"2006-02"
"1534",2006-02-08,12.83,"2006-02"
"1535",2006-02-09,13.12,"2006-02"
"1536",2006-02-10,12.87,"2006-02"
"1537",2006-02-13,13.35,"2006-02"
"1538",2006-02-14,12.25,"2006-02"
"1539",2006-02-15,12.31,"2006-02"
"1540",2006-02-16,11.48,"2006-02"
"1541",2006-02-17,12.01,"2006-02"
"1542",2006-02-21,12.41,"2006-02"
"1543",2006-02-22,11.88,"2006-02"
"1544",2006-02-23,11.87,"2006-02"
"1545",2006-02-24,11.46,"2006-02"
"1546",2006-02-27,11.59,"2006-02"
"1547",2006-02-28,12.34,"2006-02"
"1548",2006-03-01,11.54,"2006-03"
"1549",2006-03-02,11.72,"2006-03"
"1550",2006-03-03,11.96,"2006-03"
"1551",2006-03-06,12.74,"2006-03"
"1552",2006-03-07,12.66,"2006-03"
"1553",2006-03-08,12.32,"2006-03"
"1554",2006-03-09,12.68,"2006-03"
"1555",2006-03-10,11.85,"2006-03"
"1556",2006-03-13,11.37,"2006-03"
"1557",2006-03-14,10.74,"2006-03"
"1558",2006-03-15,11.35,"2006-03"
"1559",2006-03-16,11.98,"2006-03"
"1560",2006-03-17,12.12,"2006-03"
"1561",2006-03-20,11.79,"2006-03"
"1562",2006-03-21,11.62,"2006-03"
"1563",2006-03-22,11.21,"2006-03"
"1564",2006-03-23,11.17,"2006-03"
"1565",2006-03-24,11.19,"2006-03"
"1566",2006-03-27,11.46,"2006-03"
"1567",2006-03-28,11.58,"2006-03"
"1568",2006-03-29,10.95,"2006-03"
"1569",2006-03-30,11.57,"2006-03"
"1570",2006-03-31,11.39,"2006-03"
"1571",2006-04-03,11.57,"2006-04"
"1572",2006-04-04,11.14,"2006-04"
"1573",2006-04-05,11.13,"2006-04"
"1574",2006-04-06,11.45,"2006-04"
"1575",2006-04-07,12.26,"2006-04"
"1576",2006-04-10,12.19,"2006-04"
"1577",2006-04-11,13,"2006-04"
"1578",2006-04-12,12.76,"2006-04"
"1579",2006-04-13,12.38,"2006-04"
"1580",2006-04-17,12.58,"2006-04"
"1581",2006-04-18,11.4,"2006-04"
"1582",2006-04-19,11.32,"2006-04"
"1583",2006-04-20,11.64,"2006-04"
"1584",2006-04-21,11.59,"2006-04"
"1585",2006-04-24,11.75,"2006-04"
"1586",2006-04-25,11.75,"2006-04"
"1587",2006-04-26,11.76,"2006-04"
"1588",2006-04-27,11.84,"2006-04"
"1589",2006-04-28,11.59,"2006-04"
"1590",2006-05-01,12.54,"2006-05"
"1591",2006-05-02,11.99,"2006-05"
"1592",2006-05-03,11.99,"2006-05"
"1593",2006-05-04,11.86,"2006-05"
"1594",2006-05-05,11.62,"2006-05"
"1595",2006-05-08,12,"2006-05"
"1596",2006-05-09,11.99,"2006-05"
"1597",2006-05-10,11.78,"2006-05"
"1598",2006-05-11,12.49,"2006-05"
"1599",2006-05-12,14.19,"2006-05"
"1600",2006-05-15,13.57,"2006-05"
"1601",2006-05-16,13.35,"2006-05"
"1602",2006-05-17,16.26,"2006-05"
"1603",2006-05-18,16.99,"2006-05"
"1604",2006-05-19,17.18,"2006-05"
"1605",2006-05-22,17.72,"2006-05"
"1606",2006-05-23,18.26,"2006-05"
"1607",2006-05-24,17.36,"2006-05"
"1608",2006-05-25,15.5,"2006-05"
"1609",2006-05-26,14.26,"2006-05"
"1610",2006-05-30,18.66,"2006-05"
"1611",2006-05-31,16.44,"2006-05"
"1612",2006-06-01,14.52,"2006-06"
"1613",2006-06-02,14.32,"2006-06"
"1614",2006-06-05,16.65,"2006-06"
"1615",2006-06-06,17.34,"2006-06"
"1616",2006-06-07,17.8,"2006-06"
"1617",2006-06-08,18.35,"2006-06"
"1618",2006-06-09,18.12,"2006-06"
"1619",2006-06-12,20.96,"2006-06"
"1620",2006-06-13,23.81,"2006-06"
"1621",2006-06-14,21.46,"2006-06"
"1622",2006-06-15,15.9,"2006-06"
"1623",2006-06-16,17.25,"2006-06"
"1624",2006-06-19,17.83,"2006-06"
"1625",2006-06-20,16.69,"2006-06"
"1626",2006-06-21,15.52,"2006-06"
"1627",2006-06-22,15.88,"2006-06"
"1628",2006-06-23,15.89,"2006-06"
"1629",2006-06-26,15.62,"2006-06"
"1630",2006-06-27,16.4,"2006-06"
"1631",2006-06-28,15.79,"2006-06"
"1632",2006-06-29,13.03,"2006-06"
"1633",2006-06-30,13.08,"2006-06"
"1634",2006-07-03,13.05,"2006-07"
"1635",2006-07-05,14.15,"2006-07"
"1636",2006-07-06,13.65,"2006-07"
"1637",2006-07-07,13.97,"2006-07"
"1638",2006-07-10,14.02,"2006-07"
"1639",2006-07-11,13.14,"2006-07"
"1640",2006-07-12,14.49,"2006-07"
"1641",2006-07-13,17.79,"2006-07"
"1642",2006-07-14,18.05,"2006-07"
"1643",2006-07-17,18.64,"2006-07"
"1644",2006-07-18,17.74,"2006-07"
"1645",2006-07-19,15.55,"2006-07"
"1646",2006-07-20,16.21,"2006-07"
"1647",2006-07-21,17.4,"2006-07"
"1648",2006-07-24,14.98,"2006-07"
"1649",2006-07-25,14.85,"2006-07"
"1650",2006-07-26,14.62,"2006-07"
"1651",2006-07-27,14.94,"2006-07"
"1652",2006-07-28,14.33,"2006-07"
"1653",2006-07-31,14.95,"2006-07"
"1654",2006-08-01,15.05,"2006-08"
"1655",2006-08-02,14.34,"2006-08"
"1656",2006-08-03,14.46,"2006-08"
"1657",2006-08-04,14.34,"2006-08"
"1658",2006-08-07,15.23,"2006-08"
"1659",2006-08-08,15.23,"2006-08"
"1660",2006-08-09,15.2,"2006-08"
"1661",2006-08-10,14.46,"2006-08"
"1662",2006-08-11,14.3,"2006-08"
"1663",2006-08-14,14.26,"2006-08"
"1664",2006-08-15,13.42,"2006-08"
"1665",2006-08-16,12.41,"2006-08"
"1666",2006-08-17,12.24,"2006-08"
"1667",2006-08-18,11.64,"2006-08"
"1668",2006-08-21,12.22,"2006-08"
"1669",2006-08-22,12.19,"2006-08"
"1670",2006-08-23,12.4,"2006-08"
"1671",2006-08-24,12.4,"2006-08"
"1672",2006-08-25,12.31,"2006-08"
"1673",2006-08-28,12.18,"2006-08"
"1674",2006-08-29,12.28,"2006-08"
"1675",2006-08-30,12.22,"2006-08"
"1676",2006-08-31,12.31,"2006-08"
"1677",2006-09-01,11.96,"2006-09"
"1678",2006-09-05,12.63,"2006-09"
"1679",2006-09-06,13.74,"2006-09"
"1680",2006-09-07,13.88,"2006-09"
"1681",2006-09-08,13.16,"2006-09"
"1682",2006-09-11,12.99,"2006-09"
"1683",2006-09-12,11.92,"2006-09"
"1684",2006-09-13,11.18,"2006-09"
"1685",2006-09-14,11.55,"2006-09"
"1686",2006-09-15,11.76,"2006-09"
"1687",2006-09-18,11.78,"2006-09"
"1688",2006-09-19,11.98,"2006-09"
"1689",2006-09-20,11.39,"2006-09"
"1690",2006-09-21,12.25,"2006-09"
"1691",2006-09-22,12.59,"2006-09"
"1692",2006-09-25,12.12,"2006-09"
"1693",2006-09-26,11.53,"2006-09"
"1694",2006-09-27,11.58,"2006-09"
"1695",2006-09-28,11.72,"2006-09"
"1696",2006-09-29,11.98,"2006-09"
"1697",2006-10-02,12.57,"2006-10"
"1698",2006-10-03,12.24,"2006-10"
"1699",2006-10-04,11.86,"2006-10"
"1700",2006-10-05,11.98,"2006-10"
"1701",2006-10-06,11.56,"2006-10"
"1702",2006-10-09,11.68,"2006-10"
"1703",2006-10-10,11.52,"2006-10"
"1704",2006-10-11,11.62,"2006-10"
"1705",2006-10-12,11.09,"2006-10"
"1706",2006-10-13,10.75,"2006-10"
"1707",2006-10-16,11.09,"2006-10"
"1708",2006-10-17,11.73,"2006-10"
"1709",2006-10-18,11.34,"2006-10"
"1710",2006-10-19,10.9,"2006-10"
"1711",2006-10-20,10.63,"2006-10"
"1712",2006-10-23,11.08,"2006-10"
"1713",2006-10-24,10.78,"2006-10"
"1714",2006-10-25,10.66,"2006-10"
"1715",2006-10-26,10.56,"2006-10"
"1716",2006-10-27,10.8,"2006-10"
"1717",2006-10-30,11.2,"2006-10"
"1718",2006-10-31,11.1,"2006-10"
"1719",2006-11-01,11.51,"2006-11"
"1720",2006-11-02,11.42,"2006-11"
"1721",2006-11-03,11.16,"2006-11"
"1722",2006-11-06,11.16,"2006-11"
"1723",2006-11-07,11.09,"2006-11"
"1724",2006-11-08,10.75,"2006-11"
"1725",2006-11-09,11.01,"2006-11"
"1726",2006-11-10,10.79,"2006-11"
"1727",2006-11-13,10.86,"2006-11"
"1728",2006-11-14,10.5,"2006-11"
"1729",2006-11-15,10.31,"2006-11"
"1730",2006-11-16,10.16,"2006-11"
"1731",2006-11-17,10.05,"2006-11"
"1732",2006-11-20,9.97,"2006-11"
"1733",2006-11-21,9.9,"2006-11"
"1734",2006-11-22,10.14,"2006-11"
"1735",2006-11-24,10.73,"2006-11"
"1736",2006-11-27,12.3,"2006-11"
"1737",2006-11-28,11.62,"2006-11"
"1738",2006-11-29,10.83,"2006-11"
"1739",2006-11-30,10.91,"2006-11"
"1740",2006-12-01,11.66,"2006-12"
"1741",2006-12-04,11.23,"2006-12"
"1742",2006-12-05,11.27,"2006-12"
"1743",2006-12-06,11.33,"2006-12"
"1744",2006-12-07,12.67,"2006-12"
"1745",2006-12-08,12.07,"2006-12"
"1746",2006-12-11,10.71,"2006-12"
"1747",2006-12-12,10.65,"2006-12"
"1748",2006-12-13,10.18,"2006-12"
"1749",2006-12-14,9.97,"2006-12"
"1750",2006-12-15,10.05,"2006-12"
"1751",2006-12-18,10.6,"2006-12"
"1752",2006-12-19,10.3,"2006-12"
"1753",2006-12-20,10.26,"2006-12"
"1754",2006-12-21,10.53,"2006-12"
"1755",2006-12-22,11.36,"2006-12"
"1756",2006-12-26,11.26,"2006-12"
"1757",2006-12-27,10.64,"2006-12"
"1758",2006-12-28,10.99,"2006-12"
"1759",2006-12-29,11.56,"2006-12"
"1760",2007-01-03,12.04,"2007-01"
"1761",2007-01-04,11.51,"2007-01"
"1762",2007-01-05,12.14,"2007-01"
"1763",2007-01-08,12,"2007-01"
"1764",2007-01-09,11.91,"2007-01"
"1765",2007-01-10,11.47,"2007-01"
"1766",2007-01-11,10.87,"2007-01"
"1767",2007-01-12,10.15,"2007-01"
"1768",2007-01-16,10.74,"2007-01"
"1769",2007-01-17,10.59,"2007-01"
"1770",2007-01-18,10.85,"2007-01"
"1771",2007-01-19,10.4,"2007-01"
"1772",2007-01-22,10.77,"2007-01"
"1773",2007-01-23,10.34,"2007-01"
"1774",2007-01-24,9.89,"2007-01"
"1775",2007-01-25,11.22,"2007-01"
"1776",2007-01-26,11.13,"2007-01"
"1777",2007-01-29,11.45,"2007-01"
"1778",2007-01-30,10.96,"2007-01"
"1779",2007-01-31,10.42,"2007-01"
"1780",2007-02-01,10.31,"2007-02"
"1781",2007-02-02,10.08,"2007-02"
"1782",2007-02-05,10.55,"2007-02"
"1783",2007-02-06,10.65,"2007-02"
"1784",2007-02-07,10.32,"2007-02"
"1785",2007-02-08,10.44,"2007-02"
"1786",2007-02-09,11.1,"2007-02"
"1787",2007-02-12,11.61,"2007-02"
"1788",2007-02-13,10.34,"2007-02"
"1789",2007-02-14,10.23,"2007-02"
"1790",2007-02-15,10.22,"2007-02"
"1791",2007-02-16,10.02,"2007-02"
"1792",2007-02-20,10.24,"2007-02"
"1793",2007-02-21,10.2,"2007-02"
"1794",2007-02-22,10.18,"2007-02"
"1795",2007-02-23,10.58,"2007-02"
"1796",2007-02-26,11.15,"2007-02"
"1797",2007-02-27,18.31,"2007-02"
"1798",2007-02-28,15.42,"2007-02"
"1799",2007-03-01,15.82,"2007-03"
"1800",2007-03-02,18.61,"2007-03"
"1801",2007-03-05,19.63,"2007-03"
"1802",2007-03-06,15.96,"2007-03"
"1803",2007-03-07,15.24,"2007-03"
"1804",2007-03-08,14.29,"2007-03"
"1805",2007-03-09,14.09,"2007-03"
"1806",2007-03-12,13.99,"2007-03"
"1807",2007-03-13,18.13,"2007-03"
"1808",2007-03-14,17.27,"2007-03"
"1809",2007-03-15,16.43,"2007-03"
"1810",2007-03-16,16.79,"2007-03"
"1811",2007-03-19,14.59,"2007-03"
"1812",2007-03-20,13.27,"2007-03"
"1813",2007-03-21,12.19,"2007-03"
"1814",2007-03-22,12.93,"2007-03"
"1815",2007-03-23,12.95,"2007-03"
"1816",2007-03-26,13.16,"2007-03"
"1817",2007-03-27,13.48,"2007-03"
"1818",2007-03-28,14.98,"2007-03"
"1819",2007-03-29,15.14,"2007-03"
"1820",2007-03-30,14.64,"2007-03"
"1821",2007-04-02,14.53,"2007-04"
"1822",2007-04-03,13.46,"2007-04"
"1823",2007-04-04,13.24,"2007-04"
"1824",2007-04-05,13.23,"2007-04"
"1825",2007-04-09,13.14,"2007-04"
"1826",2007-04-10,12.68,"2007-04"
"1827",2007-04-11,13.49,"2007-04"
"1828",2007-04-12,12.71,"2007-04"
"1829",2007-04-13,12.2,"2007-04"
"1830",2007-04-16,11.98,"2007-04"
"1831",2007-04-17,12.14,"2007-04"
"1832",2007-04-18,12.42,"2007-04"
"1833",2007-04-19,12.54,"2007-04"
"1834",2007-04-20,12.07,"2007-04"
"1835",2007-04-23,13.04,"2007-04"
"1836",2007-04-24,13.12,"2007-04"
"1837",2007-04-25,13.21,"2007-04"
"1838",2007-04-26,12.79,"2007-04"
"1839",2007-04-27,12.45,"2007-04"
"1840",2007-04-30,14.22,"2007-04"
"1841",2007-05-01,13.51,"2007-05"
"1842",2007-05-02,13.08,"2007-05"
"1843",2007-05-03,13.09,"2007-05"
"1844",2007-05-04,12.91,"2007-05"
"1845",2007-05-07,13.15,"2007-05"
"1846",2007-05-08,13.21,"2007-05"
"1847",2007-05-09,12.88,"2007-05"
"1848",2007-05-10,13.6,"2007-05"
"1849",2007-05-11,12.95,"2007-05"
"1850",2007-05-14,13.96,"2007-05"
"1851",2007-05-15,14.01,"2007-05"
"1852",2007-05-16,13.5,"2007-05"
"1853",2007-05-17,13.51,"2007-05"
"1854",2007-05-18,12.76,"2007-05"
"1855",2007-05-21,13.3,"2007-05"
"1856",2007-05-22,13.06,"2007-05"
"1857",2007-05-23,13.24,"2007-05"
"1858",2007-05-24,14.08,"2007-05"
"1859",2007-05-25,13.34,"2007-05"
"1860",2007-05-29,13.53,"2007-05"
"1861",2007-05-30,12.83,"2007-05"
"1862",2007-05-31,13.05,"2007-05"
"1863",2007-06-01,12.78,"2007-06"
"1864",2007-06-04,13.29,"2007-06"
"1865",2007-06-05,13.63,"2007-06"
"1866",2007-06-06,14.87,"2007-06"
"1867",2007-06-07,17.06,"2007-06"
"1868",2007-06-08,14.84,"2007-06"
"1869",2007-06-11,14.71,"2007-06"
"1870",2007-06-12,16.67,"2007-06"
"1871",2007-06-13,14.73,"2007-06"
"1872",2007-06-14,13.64,"2007-06"
"1873",2007-06-15,13.94,"2007-06"
"1874",2007-06-18,13.42,"2007-06"
"1875",2007-06-19,12.85,"2007-06"
"1876",2007-06-20,14.67,"2007-06"
"1877",2007-06-21,14.21,"2007-06"
"1878",2007-06-22,15.75,"2007-06"
"1879",2007-06-25,16.65,"2007-06"
"1880",2007-06-26,18.89,"2007-06"
"1881",2007-06-27,15.53,"2007-06"
"1882",2007-06-28,15.54,"2007-06"
"1883",2007-06-29,16.23,"2007-06"
"1884",2007-07-02,15.4,"2007-07"
"1885",2007-07-03,14.92,"2007-07"
"1886",2007-07-05,15.48,"2007-07"
"1887",2007-07-06,14.72,"2007-07"
"1888",2007-07-09,15.16,"2007-07"
"1889",2007-07-10,17.57,"2007-07"
"1890",2007-07-11,16.64,"2007-07"
"1891",2007-07-12,15.54,"2007-07"
"1892",2007-07-13,15.15,"2007-07"
"1893",2007-07-16,15.59,"2007-07"
"1894",2007-07-17,15.63,"2007-07"
"1895",2007-07-18,16,"2007-07"
"1896",2007-07-19,15.23,"2007-07"
"1897",2007-07-20,16.95,"2007-07"
"1898",2007-07-23,16.81,"2007-07"
"1899",2007-07-24,18.55,"2007-07"
"1900",2007-07-25,18.1,"2007-07"
"1901",2007-07-26,20.74,"2007-07"
"1902",2007-07-27,24.17,"2007-07"
"1903",2007-07-30,20.87,"2007-07"
"1904",2007-07-31,23.52,"2007-07"
"1905",2007-08-01,23.67,"2007-08"
"1906",2007-08-02,21.22,"2007-08"
"1907",2007-08-03,25.16,"2007-08"
"1908",2007-08-06,22.94,"2007-08"
"1909",2007-08-07,21.56,"2007-08"
"1910",2007-08-08,21.45,"2007-08"
"1911",2007-08-09,26.48,"2007-08"
"1912",2007-08-10,28.3,"2007-08"
"1913",2007-08-13,26.57,"2007-08"
"1914",2007-08-14,27.68,"2007-08"
"1915",2007-08-15,30.67,"2007-08"
"1916",2007-08-16,30.83,"2007-08"
"1917",2007-08-17,29.99,"2007-08"
"1918",2007-08-20,26.33,"2007-08"
"1919",2007-08-21,25.25,"2007-08"
"1920",2007-08-22,22.89,"2007-08"
"1921",2007-08-23,22.62,"2007-08"
"1922",2007-08-24,20.72,"2007-08"
"1923",2007-08-27,22.72,"2007-08"
"1924",2007-08-28,26.3,"2007-08"
"1925",2007-08-29,23.81,"2007-08"
"1926",2007-08-30,25.06,"2007-08"
"1927",2007-08-31,23.38,"2007-08"
"1928",2007-09-04,22.78,"2007-09"
"1929",2007-09-05,24.58,"2007-09"
"1930",2007-09-06,23.99,"2007-09"
"1931",2007-09-07,26.23,"2007-09"
"1932",2007-09-10,27.38,"2007-09"
"1933",2007-09-11,25.27,"2007-09"
"1934",2007-09-12,24.96,"2007-09"
"1935",2007-09-13,24.76,"2007-09"
"1936",2007-09-14,24.92,"2007-09"
"1937",2007-09-17,26.48,"2007-09"
"1938",2007-09-18,20.35,"2007-09"
"1939",2007-09-19,20.03,"2007-09"
"1940",2007-09-20,20.45,"2007-09"
"1941",2007-09-21,19,"2007-09"
"1942",2007-09-24,19.37,"2007-09"
"1943",2007-09-25,18.6,"2007-09"
"1944",2007-09-26,17.63,"2007-09"
"1945",2007-09-27,17,"2007-09"
"1946",2007-09-28,18,"2007-09"
"1947",2007-10-01,17.84,"2007-10"
"1948",2007-10-02,18.49,"2007-10"
"1949",2007-10-03,18.8,"2007-10"
"1950",2007-10-04,18.44,"2007-10"
"1951",2007-10-05,16.91,"2007-10"
"1952",2007-10-08,17.46,"2007-10"
"1953",2007-10-09,16.12,"2007-10"
